SunPartnerID,SunUID,SunName,SunPeriode,SunFrankenRegel,SunInfoJaNein,SunInfoTageimVoraus,SunNetzkostenNE5,SunNetzkostenNE6,SunNetzkostenNE7,SunProdukteAnzahl,SunProdukteAuswahl,SunRechtzeitig,SunSAIDItotal,SunSAIDIungeplant,SunSAIFItotal,SunSAIFIungeplant,SunTarifEC2,SunTarifEC3,SunTarifEC4,SunTarifEC6,SunTarifEH2,SunTarifEH4,SunTarifEH7,SunTarifNC2,SunTarifNC3,SunTarifNC4,SunTarifNC6,SunTarifNH2,SunTarifNH4,SunTarifNH7
252,CHE-299.323.312,Energie Oberhofen AG,2024,74.91812227074236,Ja,5,12874.44851,7.792711885,7652.052274,1,Nein,1,,,,,11.223272222222223,9.35811111111111,9.154566666666668,,11.007200000000001,10.996222222222222,10.121307692307694,12.358955555555555,10.50361111111111,9.902916666666666,,16.6076,14.230888888888888,11.121653846153846
508,CHE-109.691.468,Energie Opfikon AG,2024,63,Ja,3,67263.49634,6.195085303,17642.44816,4,Ja,1,,,,,16.85876,14.972,14.888699999999998,14.281266666666665,16.06405714285714,16.081238095238096,15.765824175824175,11.287561666666665,12.0816,11.31106,6.83,14.045971428571429,12.355769841269842,10.658626373626372
509,CHE-103.969.748,Energie Seeland AG,2024,75,Ja,3,18464.44663,2.916827352,19426.33346,2,Nein,1,,,,,22,22,22,22,22,22,22,13.956716666666667,11.489055555555556,10.755283333333333,8.02735,17.990000000000002,16.210666666666665,13.352192307692308
510,CHE-112.788.105,Energie Service Biel/Bienne (ESB),2024,74.99999295335665,Ja,2,28692.44442,6.002226069,22339.72908,3,Nein,1,,,,,17.3189,15.54,15.373,15.400333333333334,16.478,16.49,16.132884615384615,12.893333333333333,12.05,11.440000000000001,6.55,16.67,14.838888888888889,13.34230769230769
511,CHE-102.720.608,Energie Thun AG,2024,41.28930743801653,Ja,2,11.72004122,12.31977507,12.71785078,4,Nein,1,16.594319208,6.9897229485,0.2668329088,0.1117921474,16.780733333333334,16.87066666666667,16.2728,,16.4704,16.406222222222222,15.516307692307691,11.060626666666668,10.265799999999999,9.387559999999999,,13.608160000000002,12.004711111111112,9.257292307692307
593,CHE-108.953.335,"Energie und Wasser, Gemeindewerke Stäfa",2024,74.98173404773502,Ja,2,26059.02405,10.39286652,28489.9171,5,Nein,1,,,,,17.900000000000002,17,17,17,17.900000000000002,17.900000000000002,17.900000000000002,10.24,10.549999999999999,9.782,8.654,13.979999999999999,12.166666666666666,10.684615384615384
515,CHE-110.349.410,Energie- und Wasserversorgung Oberburg,2024,74.43000633312222,Ja,7,16441.18928,14.15662405,10726.5493,1,Nein,1,,,,,18.5,18.5,18.5,18.5,18.5,18.5,18.5,14.233616666666665,14.2945,13.70365,8.722,19.4948,16.816,14.853615384615384
518,CHE-103.486.473,ENERGIE USTER AG,2024,58.27121144777495,Ja,3,15748.3799,12.83903826,17061.99773,5,Ja,0,,,,,19.61297,18.878800000000002,18.28414,18.4071,18.764182857142856,18.806774603174603,18.221912087912088,10.75536,14.5092,13.283760000000001,9.046622222222222,12.120685714285715,10.885612698412698,9.24945934065934
338,CHE-414.229.031,Energie Versorgung Riggisberg (EVR) AG,2024,74.42084942084942,Ja,10,12824.46274,12.31380318,15085.10977,2,Nein,1,,,,,19.65,18.549999999999997,18.549999999999997,,19.65,19.65,19.65,15.649999999999999,14.8,13.59,,20.05,17.916666666666668,16.173076923076923
519,CHE-109.954.395,Energie Wasser Bern,2024,75,Ja,2,46581.23019,5.092817293,36246.31586,3,Nein,1,26.2026193311,18.7131589862,0.3035734187,0.2402736721,12.1,12.378666666666668,12.158399999999999,12.378666666666668,12.1,12.1,12.1,13.35,13.832666666666666,13.1212,8.545666666666667,13.35,13.35,13.35
804,CHE-336.863.075,Energie Wettingen AG,2024,19.56174617461746,Ja,7,18173.56759,12.73887495,10120.0133,2,Nein,0,,,,,19.098399999999998,19.13733333333333,18.937866666666665,18.97911111111111,18.658857142857144,18.674349206349206,18.4709010989011,11.1149,11.035333333333334,10.197266666666666,8.959333333333333,14.85,12.779666666666667,10.803923076923077
76,CHE-173.103.122,Energieversorgung Blumenstein AG (EVB),2024,55.73401360544218,Ja,3,10603.41972,7.430437168,8157.471354,2,Nein,1,,,,,22,22,22,,22,22,22,12.472066666666667,12.79711111111111,11.831866666666667,,18.4956,15.502,12.339461538461538
526,CHE-105.099.561,Energieversorgung Büren AG,2024,74.42400970088924,Ja,7,24013.97731,12.09066513,15683.52226,3,Nein,0,,,,,19.8,0,0,0,19.8,19.8,19.8,14.216666666666667,14.75,14.13,7.83,17.150000000000002,15.727777777777778,13.911538461538461
533,CHE-105.768.959,Engadiner Kraftwerke AG,2024,,,,17546.52153,0,Infinity,,,0,,,,,,,,,,,,,,,,,,
615,CHE-105.522.039,Eniwa AG,2024,72.16270898634468,Ja,5,18141.87917,13.45091635,12356.07845,3,Ja,0,,,,,17.364833333333333,16.704083333333333,16.496825,16.495191666666667,16.63942857142857,16.685714285714283,16.41967032967033,11.305383333333333,10.644333333333334,10.0815,6.229540277777779,14.9776,12.983333333333333,11.140692307692309
534,CHE-106.923.903,eug Elektra Untergäu Genossenschaft,2024,75.00373665480427,Ja,7,,7.133580858,10099.91872,4,Nein,1,,,,,19.770791666666664,17.838716666666667,16.83902,,19.09502857142857,19.089714285714287,18.544999999999998,9.968875,9.9715,9.18635,,12.026342857142856,10.416571428571428,7.281879120879121
536,CHE-112.528.544,EV Energieversorgung Biberist,2024,5,Ja,90,,,11.8988342,2,Nein,1,,,,,16.45,16.29,16.262,16.254,14.35,17.583333333333332,16.711538461538463,12.13,11.8142,11.699259999999999,11.66642,17.41,14.85,11.901538461538461
311,CHE-115.951.347,EV Gebenstorf AG,2024,18.326968174204357,Ja,7,13904.22642,1.695761079,9312.859043,2,Nein,0,,,,,18.8725,17.569333333333333,17.332466666666665,0,18.185714285714283,18.209920634920632,17.892032967032964,10.497,9.307333333333332,8.727866666666666,6.767277777777778,14.072857142857142,11.96857142857143,9.279197802197801
538,CHE-111.699.605,EVG Grächen AG,2024,-30.0621939447126,Ja,20,133467.9545,6.235502211,8450.404335,4,Nein,0,,,,,16.35,16.377,15.8814,,16.349999999999998,16.349999999999998,15.687846153846152,10.46,10.049999999999999,9.85,,13.32,11.933333333333334,10.799999999999999
539,CHE-112.348.953,EVN Energieversorgung Nikolai AG,2024,78.44514106583073,Ja,20,,13.53314054,10733.64086,4,Ja,0,,,,,13.857500000000002,13.279666666666666,13.0589,,13.791,13.776222222222222,14.209999999999999,11.35,11.749999999999998,11.53,,15.75,13.616666666666665,11.873076923076923
540,CHE-111.781.282,EVR Energieversorgung Raron AG,2024,65.74731182795699,Ja,20,,8.840129677,11354.69522,4,Ja,0,,,,,14.0025,13.232,13.066749999999999,13.189016666666667,13.927,13.910222222222224,13.947846153846154,8.65,10.55,10.35,8.098,11.95,10.350000000000001,9.042307692307693
532,CHE-109.495.418,EVS Energieversorgung Schänis AG,2024,75,Ja,7,24671.70851,19.50842043,13709.04932,3,Nein,1,,,,,18.3648,16.59925,16.03295,15.639233333333333,16.737714285714283,16.82,16.346593406593406,14.8148,13.211333333333334,12.255999999999998,8.868744444444443,17.587714285714284,15.536666666666667,13.31967032967033
541,CHE-112.717.252,EVTL Energieversorgung Talschaft Lötschen AG,2024,65.17199017199017,Ja,30,5660.438512,4.506456241,8410.296392,2,Ja,1,,,,,18.281433333333332,18.392666666666667,17.6532,,17.55,17.81822222222222,16.71753846153846,13.426366666666667,9.645333333333333,9.3596,,17.68,15.346444444444446,12.66046153846154
542,CHE-105.451.623,EVU Flums AG,2024,75,Ja,7,39530.8614,14.79045079,23877.53872,3,Nein,1,,,,,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.9955,13.992666666666667,13.4088,9.65,22.25857142857143,19.75,17.361813186813187
543,CHE-112.125.784,EVWR Energiedienste Visp - Westlich Raron AG,2024,-53.132828571428576,Ja,20,21.89123175,6.941469194,10.65110403,4,Ja,0,0,0,0,0,13.75,13.067333333333332,13.0143,,13.670000000000002,13.826444444444444,14.406307692307692,8.7,10.1,9.9,,11.999999999999998,10.4,9.092307692307692
547,CHE-105.979.568,EW Höfe AG,2024,71.22220794242385,Ja,2,27341.09345,10.3849494,13878.60647,2,Nein,0,4.6054832158,0.0627165213,0.1282403536,0.0013140604,12.297783333333333,11.596,11.346100000000002,11.369433333333333,11.605428571428572,11.620396825396826,11.345604395604395,13.612816666666667,13.169999999999998,12.3659,8.076055555555556,15.736571428571427,13.85626984126984,11.87945054945055
549,CHE-108.953.387,EW Lachen AG,2024,73.9230043404416,Ja,4,43960.88889,8.795535714,13151.71176,2,Nein,1,,,,,19.3962,18.900083333333335,18.78885,18.54639166666667,18.43122857142857,18.426484126984125,19.20745054945055,11.598999999999998,11.14,10.572,7.734000000000001,15.724285714285715,13.598968253968254,11.72989010989011
389,CHE-151.808.792,EW Lindau AG,2024,74.99969609261939,Ja,2,27007.51758,10.49200211,17054.68274,4,Nein,1,,,,,19.2,19.2,19.2,,19.2,19.2,19.2,11.05135,12.3,11.626,,13.375428571428571,12.106563492063492,10.914181318681317
247,CHE-114.618.945,EW Oftringen AG,2024,48.59540175397014,Ja,10,17438.47923,10.70168438,11953.70187,2,Nein,0,,,,,22.952133333333332,20.524,19.614,20.350666666666665,19.96914285714286,20.12,19.252087912087912,11.459866666666667,10.964666666666668,10.074,8.006444444444444,14.775142857142857,12.696666666666665,10.227884615384616
551,CHE-109.361.060,EW Rothrist AG,2024,75,Ja,1,18147.22626,8.441471665,11913.22811,3,Nein,0,,,,,22.744999999999997,21.748,21.224400000000003,20.4,21.371428571428574,21.41984126984127,20.784065934065932,10.848,10.466,9.7498,7.511777777777778,14.698571428571428,12.584603174603174,9.586703296703297
553,CHE-109.564.522,EW Sirnach AG,2024,52.86844278943805,Nein,5,10514.69835,5.148798458,11714.03042,3,Nein,0,,,,,21.624266666666664,21.588,20.8383,20.9083,19.697714285714284,19.73936507936508,18.974725274725277,11.487766666666667,10.594,9.7215,7.990066666666666,16.272285714285715,13.478412698412699,10.77065934065934
554,CHE-105.685.345,EW WALD AG,2024,78.25252040326453,Ja,2,9301.303935,6.360738834,9701.618618,4,Ja,1,,,,,14.42885,13.007733333333334,12.872986666666668,0,15.042285714285713,14.664579365079364,14.378851648351649,10.258750000000001,9.619333333333334,9.089466666666667,8.185555555555556,11.428571428571429,10.398214285714285,8.590384615384616
516,CHE-115.986.601,EWA Energie Wasser Aarberg AG,2024,74.94569152787835,Ja,5,13125.12077,9.28176865,17317,2,Nein,0,,,,,22.7,22.7,22.7,22.7,22.7,22.7,22.7,12.85,14.40922222222222,13.741433333333333,6.5174,17.25,15.116666666666667,13.373076923076923
366,CHE-105.966.488,EWA-energieUri AG,2024,75,Ja,5,13724.35785,7.959203175,7457.862999,3,Nein,1,28.7886454811,15.921921255,0.3326509378,0.2350188697,14.839733333333333,13.837333333333333,13.5673,13.432366666666667,14.681600000000001,14.647555555555556,14.335692307692307,12.448333333333334,10.556666666666667,9.78,8.008666666666667,16.42,14.197777777777778,10.956923076923077
249,CHE-112.340.928,EWD,2024,74.89012913110089,Ja,5,,,15964.42915,4,Ja,1,,,,,18.69396111111111,16.8,16.8,,18.45,18.41911111111111,17.850846153846152,12.790516666666667,12.37,9.854,,18.96,16.154666666666667,15.007384615384614
557,CHE-103.187.651,EWD Elektrizitätswerk Davos AG,2024,74.00001465201464,Ja,7,15524.6663,11.24532213,14249.44599,3,Nein,1,14.2717246169,8.1342530537,0.1676873459,0.1316782461,13,13,13,13,13,13,13,10.7783,9.022666666666668,8.6692,9.179333333333332,14.5668,12.611333333333333,10.550307692307692
251,CHE-115.185.475,EWK Energie AG,2024,74.54741379310344,Ja,3,15125.908,12.99067179,6688.762976,2,Nein,1,,,,,24.576766666666668,24.641333333333332,24.338,24.304222222222222,25.065714285714282,25.1,24.902747252747254,11.995283333333333,10.532666666666666,10.155,8.966844444444444,9.218,9.23,9.160961538461539
559,CHE-105.334.294,EWK Herzogenbuchsee AG,2024,74.98751248751249,Ja,3,23121.5128,3.867425392,10304.90675,3,Nein,1,,,,,20.281894444444447,20.02722222222222,19.881833333333333,19.999,20.6944,20.68688888888889,20.4315,12.574994444444444,10.431666666666667,9.615499999999999,7.5543000000000005,15.909600000000001,13.965333333333334,10.622423076923075
560,CHE-105.935.594,EWL Genossenschaft,2024,42.962418021860834,Ja,30,13775.26546,4.709234891,13024.0524,3,Ja,1,,,,,17.762066666666666,16.827222222222222,16.681833333333334,16.799,17.6256,17.618666666666666,,8.991722222222222,7.949,7.6301,6.5694,11.518,10.232222222222223,
561,CHE-105.698.649,ewl Kabelnetz AG,2024,74.54892609235397,Ja,4,26331.59773,4.940517884,19988.91563,4,Nein,1,44.9529634638,37.5202503558,0.4675469818,0.1678408793,12.679333333333332,11.120666666666667,10.7357,10.635566666666666,12.516,12.482222222222223,12.013846153846153,13.708666666666666,12.433333333333334,11.72,7.277333333333334,13.382,13.314444444444446,12.377692307692309
466,CHE-105.925.851,EWS AG,2024,73.94481744115872,Ja,7,12691.5755,13.67496317,10514.80643,3,Nein,1,,,,,19.597555555555555,18.02133333333333,17.596966666666667,,19.4392,19.381333333333334,18.608923076923077,11.644277777777779,11.363333333333333,10.6415,,14.4924,12.914333333333333,10.116499999999998
564,CHE-104.848.308,EWS Energie AG,2024,74.63890413912044,Ja,3,30556.89872,4.049393279,8249.700638,2,Nein,0,,,,,15.9,15.799999999999999,15.799999999999999,0,15.899999999999999,15.899999999999999,15.899999999999999,10.35,11.89,11.566,7.242,10.35,10.35,10.35
484,CHE-102.485.991,EWZ Elektrizitätswerk Zermatt AG,2024,29.1005291005291,Ja,15,14179.22945,3.656023545,16510.89551,2,Ja,1,,,,,5.7786333333333335,5.804666666666667,5.6316,,5.550000000000001,5.550000000000001,5.550000000000001,12.180733333333333,7.953333333333333,7.468,,13.7,11.566666666666666,9.823076923076924
566,CHE-115.152.091,"Feuerschaugemeinde Appenzell, Energie- und Wasserversorgung",2024,15.96678907871627,Ja,3,16529.84782,0,10854.03473,2,Nein,1,,,,,16.443666666666665,15.219583333333334,15.09325,14.856222222222224,15.765714285714285,15.799999999999999,15.602747252747253,9.727683333333333,10.239333333333335,9.2544,7.3367,13.516857142857143,11.223333333333333,8.999642857142858
567,CHE-416.802.131,Flims Trin Energie AG,2024,55.416207184628234,Ja,7,15323.4914,15.29644824,12843.7538,1,,1,,,,,11,10,10,,11,11,11,9.859666666666666,11.063333333333333,10.686,,14.81,12.707777777777777,10.206923076923076
568,CHE-106.823.147,Forces Motrices de l'Avançon SA,2024,0,Ja,3,15870.09178,30.59533105,14406.31758,2,Nein,0,,,,,15.620000000000001,13.656666666666666,12.87,13.656666666666666,15.620000000000001,15.620000000000001,13.276861538461539,12.229999999999999,13.302,12.4304,10.272666666666666,17.51,14.950000000000001,12.868153846153847
813,CHE-114.961.656,GEBNET AG,2024,74.72396950578339,Ja,14,,,8896.756947,1,Nein,1,,,,,27.625855555555553,26.443444444444445,25.890966666666664,,27.2392,27.219555555555555,26.551615384615385,15.431459444444442,14.65896111111111,13.813411666666667,,20.13096,17.659311111111112,14.677338461538461
295,CHE-261.007.541,Gemeinde Albula/Alvra,2024,41.66334149326805,Ja,10,21341.43837,7.920172438,11196.45984,3,Ja,1,,,,,12.499999999999998,12.499999999999998,12.499999999999998,12.499999999999998,12.499999999999998,12.499999999999998,12.499999999999998,12.65,12.266,12.198799999999999,10.679599999999999,17.93,15.37,13.277692307692307
782,CHE-108.965.692,"Gemeinde Amlikon-Bissegg, Stromversorgung",2024,74.68038352272727,Ja,7,14360.72563,4.515134375,11694.59054,6,Nein,1,,,,,12.499999999999998,11.9,11.9,11.9,12.499999999999998,12.499999999999998,12.499999999999998,10.9225,9.816666666666666,9.058333333333334,6.3981111111111115,16.835714285714285,13.659920634920635,10.726648351648352
531,CHE-112.577.212,"Gemeinde Andeer, Elektrizitätswesen",2024,74.99951338199513,Ja,3,,,,1,,0,,,,,8.74,8.269333333333334,8.3692,8.103066666666667,10,10.208888888888888,11.264615384615384,1.2,1.2,1.2,1.2,1.2,1.2,1.2
367,CHE-112.540.663,"Gemeinde Andelfingen, Stromversorgung",2024,75,Ja,3,7738.588793,7.555951414,7612.748123,3,Nein,1,,,,,10.276333333333334,8.492,8.2897,,9.674285714285714,9.687301587301587,8.973598901098901,5.740150000000001,5.99,5.622,,7.748,6.4816666666666665,5.327912087912089
643,CHE-112.851.614,"Gemeinde Balgach, Elektrizitätsversorgung",2024,79.77966101694915,Ja,3,9871.802902,2.518735307,11620.2159,3,Nein,1,,,,,20.427466666666668,19.248666666666665,19.201999999999998,19.07095,20.156285714285715,20.17,20.091098901098903,9.958733333333333,9.128666666666666,8.874,6.404422222222222,13.343142857142857,11.643333333333333,10.209010989010988
361,CHE-108.964.103,"Gemeinde Bargen BE, Elektrizitätsversorgung",2024,74.45151736745888,Ja,3,12222.16919,5.936816327,8278.515156,4,Nein,1,,,,,18,18,18,18,18,18,18,12.25,14.15,13.71,4.75,16.650000000000002,14.516666666666666,12.773076923076923
88,CHE-115.072.807,Gemeinde Bellikon,2024,74.99998916576381,Ja,7,33580.93943,6.026650685,5819.673957,1,,1,,,,,17.900000000000002,,,,17.900000000000002,17.900000000000002,17.900000000000002,9.3,,,,13.7,11.566666666666666,9.823076923076924
236,CHE-112.544.388,"Gemeinde Berikon, Elektrizitätsversorgung",2024,26.33911077618689,Ja,15,15850.48826,3.063226337,6087.446972,3,Ja,1,,,,,15.3,15.3,15.3,,15.299999999999999,15.299999999999999,15.299999999999999,8.499,8.203333333333333,8.022666666666666,,12.624285714285714,10.500634920634921,8.629890109890109
115,CHE-112.587.618,"Gemeinde Besenbüren, Elektrizitätsversorgung",2024,75,Ja,21,22405.80189,2.03229064,7886.527342,1,Nein,1,,,,,17.1,17.1,17.1,,17.099999999999998,17.099999999999998,17.099999999999998,10.69,10.498,10.4644,,13.33,12.05,11.003846153846155
597,CHE-108.961.004,"Gemeinde Brienzwiler, Elekrizität",2024,74.99995,Ja,5,7681.770701,6.859701923,11420.39943,2,Nein,1,,,,,16.099999999999998,15.6,15.6,,16.1,16.1,15.446153846153845,12.35,17.63,16.794,,16.75,14.616666666666667,13.334615384615384
293,CHE-115.935.897,"Gemeinde Büttikon, Abt. Elektrizitätsversorgung",2024,70.11494252873563,Ja,10,,0.768631746,12098.17669,2,Nein,0,,,,,32.748599999999996,32.782666666666664,32.608133333333335,,32.364,32.37755555555555,32.19953846153846,11.848,11.656666666666666,11.295333333333334,,15.698571428571428,13.584603174603174,11.586703296703297
305,CHE-112.538.063,"Gemeinde Diessenhofen, Elektrizitätsversorgung",2024,74.00852452025586,Ja,2,24880.36253,9.474833118,9369.323551,5,Nein,1,,,,,12.52,11.92,11.92,11.92,12.52,12.52,12.52,8.41,11.56,10.554,7.348000000000001,12.37,10.45,8.88076923076923
125,CHE-112.535.076,"Gemeinde Eggenwil, Elektrizitätsversorgung",2024,5.788729166666667,Ja,5,29328,11.39386282,7525.151515,1,,1,,,,,18.8988,18.928,18.7784,,18.569142857142857,18.580761904761903,18.428175824175824,9.828,11.296666666666667,10.631333333333334,,13.458571428571428,11.451269841269841,9.54054945054945
128,CHE-108.961.671,"Gemeinde Eichberg, Elektra",2024,65.30545454545455,Ja,3,0,0,6262.073227,3,Nein,1,,,,,20.1655,19.439999999999998,19.09,,19.14857142857143,19.2,18.904120879120878,7.611833333333334,8.296666666666667,7.94,,9.912857142857142,8.65,7.505219780219781
297,CHE-112.843.365,"Gemeinde Eriswil, Elektrizitätsversorgung",2024,74.80154761904761,Ja,7,4790.99035,7.482205263,3434.664083,1,Nein,1,,,,,19.4,19.4,,,19.4,19.4,19.4,12.47,12.99,,,15.989999999999998,14.283333333333331,12.888461538461538
646,CHE-108.962.794,"Gemeinde Erlen, Elektrizitätsversorgung",2024,74.99974627688913,Ja,7,18010.61789,6.791919643,15327.11283,4,Nein,1,,,,,17.3494,16.977333333333334,16.964866666666666,16.702333333333332,17.184571428571427,17.190380952380952,17.11408791208791,12.971499999999999,12.794333333333332,11.979133333333333,6.335688888888889,16.41,14.310555555555556,12.121923076923077
768,CHE-108.957.043,"Gemeinde Eschlikon, Elektrizitätswerk",2024,31.362082006369423,Ja,14,41271.16128,6.986991955,12213.56714,3,Nein,0,,,,,21.624266666666664,21.588,20.8383,20.9083,19.697714285714284,19.73936507936508,18.974725274725277,11.268483333333332,11.282,10.386299999999999,7.574911111111112,15.446285714285715,12.848968253968254,10.214505494505495
433,CHE-114.765.919,"Gemeinde Fehraltorf, Elektrizität",2024,74.72999999999999,Ja,7,41545.14375,9.375807038,18129.24067,2,Nein,1,,,,,19.590833333333332,16.504,16.1589,16.191122222222223,18.085714285714285,18.118253968253967,17.520879120879123,11.5387,10.75,10.175500000000001,5.585633333333334,14.956857142857142,13.048571428571428,9.227472527472528
242,CHE-114.770.636,"Gemeinde Galgenen, Elektrizitätsversorgung",2024,74.69811977715878,Ja,5,12674.21569,8.164689905,8618.41206,1,,0,,,,,19.23324,18.821133333333332,18.710083333333333,18.468005555555557,18.263925714285715,18.259676190476192,19.033536263736263,10.4899,9.469999999999999,8.8885,7.521222222222223,12.608857142857143,10.95157142857143,8.908208791208791
818,CHE-113.274.843,"Gemeinde Gondo-Zwischenberg, Stromversorgung",2024,30.483271375464685,Ja,30,,,6439.121643,1,,1,,,,,2.8000000000000003,5.6000000000000005,5.6000000000000005,,2.8,2.8,2.8,6.03,8.469999999999999,8.078,,6.91,6.483333333333333,6.134615384615384
313,CHE-112.588.492,"Gemeinde Grub, Elektra",2024,75,Ja,7,24643.96825,5.727516779,14255.19419,1,,1,,,,,21.200000000000003,20.3,20.3,,21.200000000000003,21.200000000000003,21.200000000000003,16.05,14.51,14.065999999999999,,20.450000000000003,18.316666666666666,16.573076923076922
383,CHE-100.609.259,"Gemeinde Güttingen, Elektrizitätswerk",2024,75,Ja,3,18332.77235,10.5235272,11730.54722,5,Nein,1,,,,,13.899999999999999,13.899999999999999,13.899999999999999,,13.899999999999999,13.899999999999999,13.899999999999999,14.05,12.59,12.062,,16.25,15.183333333333332,14.311538461538461
778,CHE-113.517.862,"Gemeinde Hallau, Elektrizitätswerk",2024,74.94729444834856,Ja,4,5623.562177,6.901620055,8850.190001,3,Nein,0,,,,,,,,,,,,,,,,,,
440,CHE-112.847.618,"Gemeinde Herrliberg, Elektrizitätsversorgung",2024,75,Ja,3,12125.1749,11.70281828,19435.77519,2,Ja,0,,,,,16.62,16.524,16.5072,,17.939999999999998,17.3,16.776923076923076,10.6,10.88,10.383999999999999,,15,12.866666666666665,11.123076923076923
316,CHE-112.544.313,"Gemeinde Kaisten, Elektrizitätsversorgung",2024,14.915453306066803,Ja,7,5277.785235,3.657710843,5846.37455,2,Nein,1,,,,,13.5729,12.624,12.3622,,12.996,13.016333333333332,12.749307692307692,9.048,10.312666666666667,9.646133333333333,,12.898571428571428,10.784603174603175,8.286703296703296
238,CHE-112.577.235,"Gemeinde Killwangen, Elektrizitätsversorgung",2024,44.13813886210222,Ja,5,33223.80952,14.30843373,11192.16617,1,,1,,,,,19.1,19.1,19.1,19.1,19.1,19.1,19.1,10.31,10.409999999999998,9.706,6.1724000000000006,14.27,12.35,10.78076923076923
527,CHE-112.549.960,"Gemeinde Lantsch/Lenz, Elektrizitätsversorgung",2024,21.1864406779661,Ja,10,16627.82609,2.124159292,26765.9434,2,Nein,1,,,,,8.224166666666667,8.283333333333333,7.890000000000001,,8.02,7.977777777777778,7.392307692307693,11.8045,15.319999999999999,12.283999999999999,,17.402,14.603333333333333,12.06846153846154
423,CHE-108.957.600,"Gemeinde Lommis, Elektrizitätsversorgung",2024,75,Ja,14,9448.37535,10.53436858,12253.22513,4,Nein,,,,,,,,,,,,,,,,,,,
626,CHE-116.176.409,"Gemeinde Männedorf, Energieversorung",2024,69.7882056451613,Ja,10,27065.12417,4.604649178,16433.65946,3,Nein,1,,,,,19.438166666666667,19.16,19.041,,19.137142857142855,19.143650793650792,19.024175824175824,11.644499999999999,11.482,10.7952,,16.021428571428572,13.480952380952381,10.93021978021978
447,CHE-112.798.440,"Gemeinde Mellingen, Elektrizitätsversorgung",2024,28.889038401498595,Ja,3,23863.44538,9.103310562,14305.79536,5,Nein,1,,,,,22.7,22.7,22.7,22.7,22.7,22.7,22.7,8.91,9.95,9.514,6.194,12.87,10.95,9.38076923076923
328,CHE-113.563.885,"Gemeinde Murgenthal, Elektrizitätsversorgung",2024,74.78107413893754,Ja,10,10025.81709,6.003603133,8947.779352,1,Nein,0,,,,,28,28,28,,28,28,28,11.55,10.770000000000001,10.165999999999999,,15.950000000000001,13.816666666666666,12.073076923076922
330,CHE-112.539.097,"Gemeinde Oberbüren, Elektra / Stromversorgung",2024,74.99980050933786,Ja,5,20772.22706,5.299388145,18541.8959,1,,1,,,,,22.3,21.3,21.3,21.3,22.3,22.3,22.3,10.390916666666667,9.059333333333333,8.5718,6.966655555555556,14.401428571428571,12.383333333333335,10.67760989010989
752,CHE-115.256.649,"Gemeinde Oberentfelden, Elektrizitätsversorgung",2024,74.94900271985495,Ja,7,24153.90975,1.86125739,8675.371067,1,Nein,1,,,,,30.428241666666665,30.299430555555553,30.283295833333334,30.180056944444445,31.59262857142857,31.169047619047618,30.802395604395603,9.078899999999999,9.217444444444444,8.837966666666667,7.482225000000001,11.943657142857143,10.371428571428572,8.90232967032967
172,CHE-112.793.891,"Gemeinde Oberwil bei Büren, Energieversorgung",2024,74.68085106382979,Ja,14,,,7282.447219,1,Nein,1,,,,,26.122411111111113,21.9,21.9,,25.9632,25.955111111111112,25.680076923076925,10.611722222222223,10.962388888888889,10.547283333333333,,14.458,12.532222222222222,10.766538461538461
81,CHE-112.570.316,"Gemeinde Oberwil-Lieli, Elektrizitätsversorgung",2024,19.39487975174554,Ja,5,10858.55063,6.179623022,6880.922363,2,Nein,1,,,,,15,15,15,15,15,15,15,9.4815,11.083333333333332,10.546666666666667,7.744444444444445,13.557428571428572,11.395952380952382,9.426758241758241
458,CHE-115.079.382,Gemeinde Reichenburg,2024,75.00008311688312,Ja,5,35146.18486,10.57523464,12484.96611,1,Ja,1,,,,,20.249,19.273333333333333,19.148666666666667,19.174444444444443,19.974285714285717,19.983968253968257,19.856813186813188,11.7225,12.003333333333332,11.402666666666667,7.540111111111111,15.435714285714285,13.326587301587303,11.265109890109889
400,CHE-463.751.309,Gemeinde Rheinwald Elektrizitätsversorgung,2024,19.137381703470034,Ja,5,27302.925,10.83235096,18516.37027,3,Ja,1,,,,,5.2,5.2,5.2,5.2,5.2,5.2,5.2,7.85,7.69,7.662,7.404000000000001,10.049999999999999,8.983333333333333,8.111538461538462
340,CHE-112.545.962,"Gemeinde Rupperswil, Elektrizitätsversorgung",2024,72.67422474158053,Ja,7,28559.84132,6.484779365,10105.4469,3,Nein,1,,,,,16.900000000000002,15.724,15.4622,15.021,16.900000000000002,16.900000000000002,16.792494505494506,10.11,12.422,11.8166,9.08531111111111,15.17,12.716666666666667,10.839714285714285
341,CHE-112.550.070,"Gemeinde Saas Almagell, Stromversorgung",2024,43.40555555555556,Ja,7,,,12571.27595,1,,0,,,,,20.82075,25.945,20.119,,20.392,20.30333333333333,19.073846153846155,7.65,8.35,8.79,,11.249999999999998,9.649999999999999,8.342307692307692
404,CHE-113.525.494,"Gemeinde Saas-Fee, Elektrizitätsversorgung",2024,16.42606914893617,Ja,14,26729.62209,4.648629979,5739.018933,1,,0,,,,,21.043866666666666,20.912666666666667,19.9372,,19.95,19.95,18.914307692307695,9.1,7.9,7.66,,11.02,9.633333333333333,8.5
